order_id,customer_id,product_id,order_timestamp,order_total,quantity,payment_method,shipping_method,shipping_street,shipping_city,shipping_state,shipping_zip_code,shipping_country,order_status,discount_amount,tax_amount
6eb036af-6904-4c9b-bad9-9151b73835a0,3affb644-2a4b-4172-b1b7-4fa1cf78c749,40644503-0e43-40c6-8557-43067c7c1b11,2025-06-27T21:46:00,55.6,2,NetBanking,One‑Day,0810 Turner Fort,"Christinamouth,",CT,17769,USA,Shipped,11.26,4.12
58243d2f-3417-47f6-956b-56c7fcff6542,bcf2d6af-41d2-4fb7-b5c5-723f198b62ea,f8a44d92-67b8-4697-ade6-345d1997244b,2025-08-21T14:53:08,1062.22,4,Debit Card,One‑Day,457 Fields Cliffs Suite 877,"Port Leahton,",MP,49706,USA,Returned,34.74,78.68
7fb3589b-5759-467b-905b-1a838eeaebbe,1278327a-5d38-4385-b9a4-b27c700eaf8c,54f1edf3-da3d-43d2-bc46-6ae0c2d1d930,2025-05-28T21:32:00,429.62,5,UPI,Expedited,223 Martinez Extension,"Port Michael,",IL,11315,USA,Returned,114.7,31.82
02e870a0-58a4-4230-be0c-44bfa67f9683,ccb4181d-0ad6-4e3b-afc9-ccb140e2a35e,ac03def2-dfea-485f-9bbe-72fcabcd4a25,2025-06-17T02:00:40,831.1,2,Credit Card,One‑Day,248 Clark Pine,"South Drewbury,",WI,10741,USA,Delivered,33.1,61.56
87c731ad-7392-460a-bde3-14a9a5a55880,2d89920d-de02-4913-9073-f443dc448c06,3d9da6ab-76a9-4497-b392-f3e162538729,2025-05-06T17:34:35,859.68,5,Debit Card,Two‑Day,094 Richards Forges,"Melissatown,",MI,09115,USA,Delivered,296.95,63.68
5292a23e-1560-48f5-81b8-31a481d4db23,19844d68-920b-477b-8168-d6edc5c509a0,185e50e7-68dd-4768-a29f-6e47bebd92fd,2025-05-15T22:30:16,1095.39,3,PayPal,Two‑Day,5337 James Island,"Huangton,",HI,78682,USA,Delivered,242.96,81.14
d847a473-5993-471c-811f-2f1c42b8abd9,60750c7c-7229-42a2-a8bb-ebfbaf7c9cd4,227ccafb-e061-4905-a60c-4485ab449e8b,2025-08-22T09:35:21,1203.27,4,Credit Card,One‑Day,73992 Daniel Brook,"West Kathleenport,",IN,07547,USA,Shipped,340.9,89.13
4410bc56-5fdd-40de-a174-17940fabebda,caa64705-2a26-4721-8fb1-ac58ff39e008,db70be98-9070-450e-a27e-adfdd480c0f2,2025-07-02T15:57:21,86.7,2,Debit Card,Two‑Day,26091 Allen Crescent,"Port Alisonshire,",LA,49004,USA,Shipped,3.14,6.42
9a82c6ac-95c1-460e-bd43-d8e1514d5d54,c9833d1c-267b-45b3-8979-ed80bca11cfd,10e1fb5a-a20a-42e9-b7fa-5d4d243662e3,2025-09-17T05:59:24,326.69,2,Credit Card,Standard Ground,461 Flores Row Apt. 741,"East Alanville,",TN,29112,USA,Shipped,53.75,24.2
05ec23cd-3ab8-49ad-a880-516cc5ae2304,fef2de2b-750c-4ed1-8aa4-25a92fed4535,ffcd92f4-165d-4017-a004-3259c73325ea,2025-06-01T11:45:33,574.78,4,UPI,Expedited,6963 Campbell Skyway Apt. 362,"Benjaminchester,",MH,93178,USA,Pending,184.2,42.58
caa91073-22b0-4e33-822b-e03d09b06e33,5a158ae5-46ba-4162-a6a1-96e6ecd3f776,56d2a9b6-b71e-43d3-ac06-142806a14061,2025-10-05T00:38:41,745.36,5,Debit Card,One‑Day,USNV Baird,FPO,AE,04818,USA,Returned,7.25,55.21
fc6731cd-5637-4cad-b210-b14d81912a8c,b8ba250d-629d-41e7-965d-17b26d261642,99e5df69-f106-4dcf-ae4b-bf00c4f613f6,2025-07-25T06:35:34,660.93,3,Debit Card,Two‑Day,98738 Carter Common,"Carolynbury,",CT,71483,USA,Processing,72.33,48.96
482d55c4-549a-43ec-b1af-dbb283d3f42e,a8a9bf90-2c03-4957-8c19-4aa05d222a69,13128bda-76a5-4ea9-af46-11f3669ee577,2025-07-17T11:32:11,550.75,2,UPI,Standard Ground,Unit 7124 Box 4433,DPO,AP,17987,USA,Returned,70.91,40.8
39ea929c-c378-44a6-8adf-ef1ab3103ec6,446bb911-f41d-4d3a-993a-cc640d969278,a727151a-59cd-4b34-87be-f28a404807fa,2025-08-24T08:35:39,865.77,5,PayPal,Expedited,961 Abigail Burg,"North Steven,",NM,08248,USA,Returned,4.01,64.13
48eed539-3f47-476e-b4fd-ae730cbcb731,caa46ee5-d4f8-46b9-8514-9f56e4b9a730,1f8f11b2-003a-4203-8de3-bc94b9fc52a9,2025-10-04T18:16:05,428.74,3,Credit Card,Standard Ground,4512 Tran Road,"Justinview,",FL,23820,USA,Shipped,13.06,31.76
dc763476-ba0d-4758-8301-7c877d951acc,19006b18-da3a-445d-b181-f7d8fd437c00,065f6a09-b001-4c81-98b6-9feda82e7df4,2025-08-28T07:32:47,711.2,2,UPI,Two‑Day,9976 Paige Glens,"Michellefurt,",OH,98583,USA,Returned,201.0,52.68
a7a15fc9-dd98-43b8-9535-72b3543897e1,7950f355-8678-447d-b913-e930ede8974e,ea5f37da-d012-40cc-a52c-8033e0b44dcf,2025-06-03T08:10:39,286.87,2,Credit Card,Standard Ground,7894 Breanna Parkway,"Port Michelle,",DC,66365,USA,Pending,89.7,21.25
806c7b96-8fac-4cbb-9638-ad7503286e8b,92597f67-039b-4449-98ef-d640a91e8f3d,707b41b3-cd4f-4614-9d90-1a251b2c2fd5,2025-10-22T12:25:07,1836.7,5,NetBanking,One‑Day,Unit 3750 Box 7727,DPO,AP,76439,USA,Returned,303.6,136.05
30fd9459-c6ef-4191-94a1-353304a2e7e3,b93aa182-bbc6-4534-a0de-f65ec42f6092,8054aa86-d689-446f-864b-81f569c62253,2025-06-04T09:12:10,1629.83,5,NetBanking,Expedited,637 Danielle Canyon,"Lake Alexisland,",OR,40917,USA,Shipped,103.6,120.73
ba33b520-34f7-4dc7-af80-106043b807b7,486395ff-45b3-402a-9826-607d978ae488,b7b5dfae-b7ef-47c5-9dbb-2276de7dfdb6,2025-08-15T19:43:21,1896.23,4,PayPal,Standard Ground,9827 Joseph Curve,"Jorgechester,",AS,86866,USA,Pending,187.07,140.46
be7c1057-9e61-4517-9a58-825bde40d2e1,e41cf928-a2e6-4947-a8f3-99ac6885a6a3,5d32e6b0-5f4b-4624-a647-d81b4be25fed,2025-10-18T04:57:29,152.28,1,Debit Card,Two‑Day,048 Melissa Rapids Apt. 565,"Nicholaschester,",KS,11653,USA,Delivered,24.85,11.28
af985022-4446-4a6c-b9c0-e8952edb33ce,61d148ea-6aac-4722-ac56-49b94d32a37d,1107dccd-93da-4326-8fbe-74975559be55,2025-10-21T05:27:55,525.17,3,UPI,Two‑Day,7107 Smith Neck,"Brownhaven,",CT,95902,USA,Processing,116.22,38.9
f75764e9-479e-4196-b813-b1eb39b0910f,38c72d7b-6620-4084-8e7c-c05888d38f34,ebdc5413-0e72-4e42-b305-5f4cc4fea0ce,2025-07-09T02:00:10,316.86,4,PayPal,Two‑Day,97276 Ross Track Suite 123,"West Nicholasland,",RI,90690,USA,Delivered,97.61,23.47
1acfe1d3-18fb-4ae6-ab21-7c29b6ca3389,34fb1123-1a00-4236-af04-18399651bf05,1c176a04-9df7-4016-8f70-e5e838cc9208,2025-05-29T03:13:11,13.51,2,Debit Card,Two‑Day,464 Lindsay Place Apt. 815,"Trevinobury,",GU,78235,USA,Shipped,0.71,1.0
f19c216e-b6c6-424b-803e-a091607f154e,cbb059ba-33fa-4eb9-8d1a-932ae23657e5,a3f5c6a2-79ab-4e56-802c-0b6a9b579e62,2025-06-02T03:26:03,1071.22,4,Debit Card,Two‑Day,USS Hughes,FPO,AA,34094,USA,Pending,261.65,79.35
f2deab6e-6ab7-420d-a545-62e168e41ff6,c3742fc1-4d68-4702-aa3d-37de7cf843f9,47594c95-7141-4f95-9406-25d496d253ac,2025-07-30T12:58:23,1765.15,4,Debit Card,Two‑Day,"PSC 6113, Box 8904",APO,AP,08209,USA,Processing,41.92,130.75
0893df70-bc0b-4d94-b187-d99560d6452c,6eb3162d-949e-4b5a-baf3-49b640789f17,6281a8a1-ef9e-4d73-af6e-c138caa43a85,2025-10-30T11:39:22,460.0,3,NetBanking,Two‑Day,4681 George Islands Suite 696,"West William,",MT,89643,USA,Shipped,160.69,34.07
4c562a22-c089-4565-9755-96d9e5d07d0a,8418b5e0-0786-46ad-8a79-66c982053a27,b996622d-2545-492e-87d1-99673720e612,2025-05-14T23:55:38,1165.3,4,UPI,Standard Ground,20530 Browning Port,"New Matthewmouth,",OK,34399,USA,Processing,297.66,86.32
f1e72b59-f2bd-463f-b959-d71fe157a735,ec2c54c2-104f-41fd-bed3-dcf2a084974a,7aad9769-df6a-4c82-bcf7-2add142af210,2025-05-15T03:49:06,1008.47,5,UPI,Two‑Day,4611 Frank Ports Apt. 336,"South Scottshire,",AR,03133,USA,Pending,391.83,74.7
9be06087-ecf6-4ca0-9720-5888337c61e7,1694e055-e9a8-48b0-9c9a-1897b04d1643,99cc2d4c-6629-4581-8a23-6e0e7dc17c3a,2025-06-24T14:30:26,410.52,4,Credit Card,Expedited,021 Joseph Shore Apt. 380,"Carpenterstad,",WY,12416,USA,Pending,15.85,30.41
508f7c8b-3370-445c-915c-213c989540a3,1c5ef2b3-0804-46cf-b68a-7a44b1cdf2c7,6f17985d-7293-40c3-ac78-d2cfab31dfcb,2025-08-07T20:20:47,152.05,2,PayPal,One‑Day,"PSC 1103, Box 1002",APO,AA,62690,USA,Pending,33.01,11.26
fa4296dc-0fbc-4b95-a008-c675920cb8f4,051acc41-60dd-4bdf-bd07-0fe4cf976311,d0ec3b7d-ce17-41e2-bfc5-8f451dc52704,2025-07-09T16:30:20,817.23,4,UPI,Two‑Day,Unit 3197 Box 6138,DPO,AA,87506,USA,Pending,282.19,60.54
4d26ea73-a9be-4e99-842f-9b0458ab7b7e,8c68ccca-078d-4840-9426-da4fe74714f2,0b67983a-8e81-48ad-bb8f-aa4ca340fd31,2025-06-26T13:21:45,1443.56,5,Credit Card,Expedited,062 Jonathan Islands,"North Louisfurt,",AS,17290,USA,Processing,499.92,106.93
ab1370d7-0b6d-4218-8c34-1bb75ec11c96,551ade57-1b60-4f6f-8eb9-22b58f4615c0,57c6972c-5029-4b31-aaa7-f0745e9cab3d,2025-10-08T05:04:49,424.31,2,Credit Card,Expedited,014 William Ramp Apt. 250,"South Martin,",MA,07787,USA,Returned,47.52,31.43
22eb3c9d-25f3-4f87-a86f-6e72e0e30dd9,51acbd4d-485b-4be9-a3d8-14bc7e4e5c07,15797443-ca17-4e8b-8622-53c9c60dfafd,2025-10-31T00:13:27,1304.08,3,Credit Card,Two‑Day,034 Meadows Port Suite 776,"Tiffanybury,",NM,63349,USA,Delivered,263.6,96.6
a26c9634-88b2-423c-b6b7-7f9aaed5bedd,4b4efc01-a056-403c-a5e4-2295379612ef,2058a245-d68d-4fca-be71-6446db2921e2,2025-09-01T02:58:50,782.59,3,Credit Card,Two‑Day,6304 Caleb Junction Apt. 114,"East Deborahbury,",DE,62230,USA,Delivered,109.98,57.97
a0da4d74-e0b7-4b0a-94f4-cd6d890c30da,e85dbc94-aea7-4773-8118-2c9639302ae6,0703c660-fec0-408e-8da7-91e3d32d05e8,2025-07-08T02:05:48,473.98,5,Debit Card,Two‑Day,1530 Lee Union Suite 731,"New Jamesborough,",VA,20533,USA,Returned,7.98,35.11
ddaed6da-d72e-44d2-922b-ffad761cfa5d,4c9b1ec2-76e5-4e86-a371-384a7e59b713,a64768e7-2b68-44a1-a2ed-f4a14ef03264,2025-10-19T16:49:24,145.66,2,Credit Card,Standard Ground,4251 Shane Ville,"Port Joannamouth,",MD,64616,USA,Shipped,43.61,10.79
536185f9-1bdb-4144-b517-995916607b5e,26b53d0b-338e-4cb5-aab1-8ef6de530d5a,6296a2ec-7abb-400b-a413-2e21b48b4281,2025-06-26T15:47:44,451.16,2,NetBanking,Standard Ground,901 Michelle Viaduct,"Amystad,",AL,75768,USA,Shipped,156.98,33.42
a1c23172-2cd5-4696-923f-08ca7ad483f8,2b7d1c8f-7799-40f2-be49-e3f465e49606,bb47af92-71fc-4d8d-81cd-8bde87382f5d,2025-06-16T04:26:15,121.9,1,NetBanking,Two‑Day,48478 Melanie Bridge,"Steveview,",VI,48957,USA,Delivered,32.83,9.03
0958d893-8d00-4608-b93b-ce5eb5f1e6ec,741590d6-99a7-447c-8183-a08d7c8c410d,2d3ff027-430e-48da-8b21-e179e05d2fa8,2025-06-29T09:51:22,1305.06,5,Debit Card,One‑Day,"PSC 2009, Box 0154",APO,AA,50062,USA,Shipped,254.81,96.67
7fd4c1bf-9625-4e78-85ef-9fa556b9a3e9,e3ba530a-d46b-4477-beb8-7cab4d0e318f,a1159419-65d0-4c10-98c7-ee33187a8a01,2025-06-05T16:16:14,16.3,2,Credit Card,Standard Ground,96116 Skinner Mill Apt. 405,"Whiteport,",WI,83927,USA,Delivered,0.57,1.21
5ddec3f8-015c-4734-bd3a-2072ae896ec9,8c5ef5d1-96c2-499a-bcb0-6aacadca8a19,941782c4-b34d-4d6d-a8f0-b06816999b4a,2025-09-02T09:59:52,1377.72,3,NetBanking,Two‑Day,5739 Taylor Lane,"Jonesstad,",ND,29391,USA,Shipped,61.01,102.05
73304be7-4d35-4b48-a73f-d15013383a03,96c2f555-c4e6-4279-8d2b-cf4ec6826741,28482875-4e07-4931-8a3d-28fa31875726,2025-08-14T05:59:09,1140.85,4,UPI,One‑Day,"PSC 7175, Box 9927",APO,AE,95817,USA,Shipped,187.82,84.51
9e39ca47-83bc-4042-bff1-95dfd23fde81,c0c72e99-d98d-407b-a08a-e347c7bf8fd2,14027be9-403d-4ed4-96bb-2715a325147f,2025-08-18T12:00:12,803.4,5,Debit Card,One‑Day,6594 Jeffrey Dale,"South Cameron,",TX,59306,USA,Processing,16.91,59.51
2f6385d1-c175-4d3a-b8db-c3ad9307fc54,55450fe0-613b-49e5-8aab-79b5050c93b2,a4190e38-06eb-4a12-b4ac-a06562449900,2025-08-01T22:00:31,288.6,5,PayPal,Standard Ground,6644 Joyce Route Suite 075,"East Daniel,",MI,05671,USA,Delivered,66.23,21.38
ad070206-d91d-4d37-8b6d-a677960ca469,aa0545e5-3df1-42b0-82d6-7d1f817c31f1,fda89a4f-0e38-44f3-9c3c-eb88a2b343dd,2025-08-25T03:37:38,1227.66,3,Credit Card,Two‑Day,6149 Francis Corners,"Jacobsshire,",OR,72274,USA,Processing,298.81,90.94
10a1fac4-0baa-4db5-a090-5e7c0b4e93d5,a0844fcb-51e3-47c6-b746-34db4496dc00,ad1ca01b-e1d4-4265-9541-4d2fe8412926,2025-05-10T02:29:13,648.93,2,Credit Card,Standard Ground,672 Williams Loop Apt. 198,"Frazierland,",MS,09021,USA,Processing,121.26,48.07
a93860d7-ef78-4ad2-8d2f-93fd81e6f0e6,32b210d7-5ac0-4cd8-8924-b5901d81d97a,45e5eaaa-751d-4e66-acf1-830f1ba1290d,2025-06-16T10:37:55,207.32,1,Credit Card,Two‑Day,499 David Plain,"North Joseph,",MN,46750,USA,Delivered,69.14,15.36
837c481d-05f7-49d4-a22b-41b5e8a93fe3,69c876af-dd8f-4594-98db-74aab394f85e,70badaa9-1357-4d7e-8f16-0353ef3a3a78,2025-06-19T22:57:27,1525.29,5,PayPal,Expedited,USS Barnett,FPO,AP,86521,USA,Returned,512.24,112.98
ada31c58-928c-48d0-92a6-f21ca84d5358,b4514fab-7ad6-4ff7-8c80-b7bc0ea7a9ee,19bc677e-6bac-4253-848e-620751a20379,2025-09-23T09:15:00,1072.33,3,Debit Card,Expedited,6584 Flores Inlet,"East Alex,",CT,23577,USA,Shipped,409.21,79.43
56cea97d-825b-4b4c-ba51-51352b148839,6674b1bf-ec27-4b11-9fc0-964bee836317,93d5dd22-1cdc-4ab8-a1da-43410e2c41be,2025-10-14T00:56:45,347.57,4,Credit Card,Expedited,7712 Carol Cape Suite 002,"Kristyhaven,",DC,33099,USA,Processing,43.02,25.75
bd535d7e-e305-4f0e-9748-56bf79a57328,62925d07-d853-4b6d-b23d-834671f6b88f,6175b3dc-6def-446f-a027-c826c8aa4854,2025-10-14T07:28:48,486.84,1,PayPal,Expedited,USNS Gilmore,FPO,AE,92599,USA,Processing,46.74,36.06
8a6666b5-8300-4a0e-857c-b7cbb5f3e149,eba8ea6d-d72d-4ada-8a6c-04670a999f39,bf8bbd6c-3ae3-42fb-bb04-2efbae781220,2025-10-10T03:19:40,881.76,5,UPI,One‑Day,3423 Courtney Mission,"North Sharonview,",MI,34586,USA,Delivered,257.76,65.32
79100b7f-630c-4141-b887-784c9a3fa40e,361986b0-6d95-4553-b6b5-89e572084229,9b8e4a5e-e223-433d-bf58-d437fe1fc863,2025-10-30T13:28:03,164.69,1,Debit Card,One‑Day,612 Salinas Ports,"East Nathaniel,",KS,94056,USA,Delivered,6.42,12.2
954fc3fe-b60a-47c8-b096-8e7a9103823e,ff757363-ab90-489c-87c9-12242ab20c6c,5552a298-2733-4acf-9df0-e2344f97d56b,2025-08-17T20:14:33,1788.98,4,UPI,One‑Day,62605 Jones Crest Apt. 341,"North Beverlychester,",VT,22042,USA,Processing,165.26,132.52
146048a7-fe8c-4c69-b781-9d959fe41f1c,27ad16ce-f1ba-456e-b7dd-f82a0610ca69,dbc3e9ee-4a53-4a7c-a5eb-afd8dabe4121,2025-06-08T19:42:47,21.44,1,PayPal,Standard Ground,3971 Antonio Via Apt. 892,"South Catherinehaven,",KY,16850,USA,Pending,4.81,1.59
9cff4028-ab81-437e-baae-9ed976584805,c24ba2a1-928e-40e5-9cd6-9bda09378d51,80e84934-b487-4f33-96bc-bacafcc5116d,2025-10-23T12:33:06,712.05,2,PayPal,Standard Ground,99173 Casey Ports Suite 462,"Doyleside,",ND,59187,USA,Pending,174.93,52.74
6d5197b9-9e2b-4be9-bf19-7a2df1a82f5d,4d153130-2e1f-466a-b06d-5dbc5c4bb71e,bf166568-6b6d-4e27-805d-4b71dabad6af,2025-10-30T06:31:37,1650.79,5,Debit Card,Two‑Day,906 Price Isle Apt. 363,"Port Andrew,",OK,86088,USA,Delivered,265.34,122.28
3fd9e86a-1ed4-4e02-b4e1-98282296383f,0cfcb9d3-ffe4-4788-84ec-8bdcd9f7737f,de51ad61-55dd-4799-ad4b-40b52cc39e3c,2025-07-11T10:04:37,358.51,2,PayPal,Standard Ground,688 Johnson Courts Suite 261,"Laurahaven,",DE,41539,USA,Delivered,19.27,26.56
60a2cd5b-8bb9-45bc-9ec6-617e0df612da,98fd58e0-c79f-4314-8a25-cfe7192008d8,8c2b970c-fa50-4e76-907f-2ed0eea6cf09,2025-06-08T16:56:02,1510.81,5,UPI,One‑Day,0942 Christopher Walk Apt. 574,"Taramouth,",AK,90073,USA,Processing,92.8,111.91
662e7ea7-9c74-4faf-8fed-aa3b52e3b310,513ebb30-1c08-42d4-8f4a-8e86082419b9,82530cea-cf9a-438e-94fd-f51c5098671f,2025-06-16T19:01:50,1184.98,5,NetBanking,Standard Ground,4057 Farley Walk,"Lozanotown,",WY,43069,USA,Returned,291.3,87.78
930dd2fc-5dfe-4660-af24-8416adf6c8f1,8340f447-a525-4ab7-ae3b-b1704a7eaef3,58a27e18-7c51-43d1-8764-08f889e316c9,2025-06-11T04:47:04,728.81,2,UPI,Expedited,0588 Baker Gardens,"East Michael,",MT,42189,USA,Processing,122.26,53.99
b2dd6288-f836-4951-a1ff-9e7cb1e96f76,5a365abf-e64f-4499-9974-22f2d40da6b4,7c944d78-24d8-4902-bce0-fcdb2d00dabd,2025-05-09T07:24:15,1043.12,4,UPI,Standard Ground,32604 Perez Turnpike Suite 292,"North Deborah,",MO,09099,USA,Shipped,141.71,77.27
69c49bde-e1bf-47e5-91ce-c7e3ef613e4b,bbcc8d76-fabc-458f-9ad3-5aeeda16f236,c3ffa503-8bda-45c8-9f67-bf35580e3fd3,2025-10-27T15:53:52,657.31,2,UPI,Expedited,"PSC 7382, Box 0264",APO,AE,61670,USA,Pending,45.58,48.69
5a475844-5ef8-4cbf-9973-4791fa8a8779,5aa8d637-5cd4-4171-b150-59caa1d6c788,bdf5fc3c-4a76-4095-a4e2-47c51bb69dca,2025-06-19T20:21:27,1484.92,5,Credit Card,Standard Ground,872 Rachel Bridge Apt. 234,"West Jamieborough,",MI,28627,USA,Delivered,170.22,109.99
b4b767be-bf78-4bec-aa27-ded7ba5545b0,eb428f57-e460-4890-906f-fe8171158d26,e0f57bb6-addc-49ee-8294-2716bf5c9e4b,2025-09-08T12:53:44,1286.27,5,Debit Card,Two‑Day,38337 William Tunnel,"Nicholasshire,",UT,31271,USA,Processing,302.11,95.28
138190e7-7c8a-4b8b-a23e-2ec7155a7bee,1433e9ba-c617-489f-8c72-7bb01bb13c2a,81d71ec0-9971-47b2-86a9-01812c11082b,2025-07-11T09:15:53,901.83,3,Credit Card,One‑Day,769 Miller Via Suite 867,"Nortonville,",CT,82633,USA,Pending,230.03,66.8
d2d79bd9-5c4b-40ca-97de-83bdd362b61a,18df6252-8812-4ffc-8717-1f58a83851b6,b23d045c-2278-4768-973b-fafee63d3c49,2025-08-21T15:09:42,1045.03,4,NetBanking,Two‑Day,USS James,FPO,AA,47694,USA,Returned,1.78,77.41
d177a6ec-37f1-4202-8def-908198775299,17e3add9-2c68-401b-b306-1c3d4b4b71af,c961bf60-555c-46b4-bb4f-105ad73a3468,2025-10-06T00:39:00,876.42,3,UPI,Expedited,22087 Caldwell Highway,"Ortegaberg,",OR,49662,USA,Shipped,181.56,64.92
78121415-8a75-4232-b931-e03ea8de4a15,d2dd4865-0eab-4b99-8209-eb2fdb44ec54,7d4ffcba-f65e-4261-8abc-2f1aeeb8bd84,2025-07-24T16:08:12,726.07,4,Debit Card,Standard Ground,14510 Carol Stream Apt. 520,"North Paulborough,",IA,73652,USA,Processing,95.91,53.78
496514b9-ac87-4a83-a15b-303b766189cd,8b699910-1756-4536-9b8f-b413ef00c106,9edbd1c9-1f20-4cf2-860b-77275ab457aa,2025-10-29T05:57:09,1909.68,5,NetBanking,Two‑Day,31985 Juan Dam,"Port Michaelchester,",CT,71714,USA,Pending,569.33,141.46
86ee65c9-a976-41da-836b-ab7d2338727c,2c102d07-2bc7-4cb4-a13e-91b73440d6a3,481c06df-cc55-4adf-b7c9-436cbcfd1719,2025-06-28T10:23:10,1951.82,5,PayPal,Two‑Day,4684 Wright Trafficway Apt. 750,"Romanland,",AR,41250,USA,Processing,151.11,144.58
fd939c65-9fbc-4932-afc8-95157c268480,2cb2136b-f41c-4ec7-b770-e82e768f3d2f,b75db254-47f6-40de-95b2-50f92a4e380e,2025-07-09T12:49:59,803.17,2,Credit Card,Expedited,203 Kyle Street Apt. 899,"North Hannahside,",AS,21610,USA,Processing,157.54,59.49
cfc0621d-3ba3-492c-936f-39ded293d5a1,aac548f6-1d41-4cde-914b-77fe6ba02533,7eb9dca0-46f1-4d76-b5ef-69e5b5fb8431,2025-07-12T07:48:38,328.43,1,PayPal,Standard Ground,93084 Leonard Squares,"New Kevinberg,",WI,20012,USA,Returned,68.44,24.33
ea8f32d9-54fa-4724-8070-bc6238b86c1f,b096d2fd-ff4a-40cd-aaf2-105cabfe0a5f,8f8e95de-7871-497e-aa6c-4063957c2f99,2025-05-26T11:20:29,370.29,4,Credit Card,Standard Ground,83888 Andrew Club Suite 433,"Stevenmouth,",DC,40405,USA,Returned,89.3,27.43
fbf4be33-8443-4025-baca-f398af10b58d,4412b01f-b67c-4406-90b4-8a36d051f00f,3f7af116-5141-486d-9585-f1d2f296b781,2025-09-12T18:08:07,974.61,4,Debit Card,One‑Day,11851 Dawn Rue,"New Amy,",KS,26630,USA,Processing,103.38,72.19
bdce14c2-701b-4d94-844f-c2883e947fbc,d0bc8562-0f27-4cab-bc72-a175b976fe55,26a033cb-e933-44cb-b725-4ee676309c79,2025-05-07T01:41:33,1277.93,4,PayPal,Standard Ground,4834 Andersen Rapid,"Davisport,",VA,00563,USA,Shipped,334.21,94.66
6d9ca689-745e-46a9-a62f-0087547b56e8,3e5caedf-53da-4e3b-9114-11a58a7dcd1f,34112977-4bb6-48c1-848f-a8d4c498768d,2025-10-31T02:48:51,228.09,1,Debit Card,Expedited,9894 Smith Light,"Watsonmouth,",UT,04596,USA,Processing,36.97,16.9
eed82482-27f6-4d13-8bb6-e0c5a423db74,ce8d534e-5858-4f87-a721-97ef2fc6861b,a4fd5d62-6021-430c-9b17-7669991999cd,2025-08-07T16:53:50,171.42,3,NetBanking,One‑Day,USCGC Ruiz,FPO,AP,69772,USA,Pending,55.72,12.7
36bb0f49-037b-4bba-b817-6aba03b25171,e0370ef9-4dfa-4510-ac20-48a0cf43c583,7e004f6c-457e-4115-a42d-f78b46d17722,2025-06-07T15:48:08,718.68,2,Debit Card,Standard Ground,47686 Jonathan Terrace Apt. 677,"Jasonborough,",OK,26330,USA,Processing,219.24,53.24
689765d5-5e00-455e-8425-abbec90c407f,86138221-1b70-4d6e-a7db-a81d19dd7832,d48cd4ca-4b4e-4742-a0d8-d4854986608e,2025-10-06T01:02:17,236.76,5,NetBanking,Expedited,142 Nunez Glen,"Simston,",AR,93953,USA,Shipped,4.23,17.54
6d191ca9-e8ed-498a-9cb3-769b206165e0,389caefc-a225-47fc-aec9-9fb0a6e4db24,efaa66a7-f63f-4532-a3c4-318a436cd653,2025-10-17T12:43:51,853.96,3,PayPal,Expedited,707 Conner Pines,"Kristinburgh,",FL,30140,USA,Pending,226.3,63.26
b9a79961-d0b7-4dba-a2c7-68d807e48df5,08321dd4-e96e-4986-bdc0-eb51c4450494,90806b36-6703-4469-89a9-960446772a92,2025-07-05T18:04:53,423.6,1,NetBanking,One‑Day,46238 Dennis Lights,"Monicaport,",IA,09151,USA,Processing,59.84,31.38
648f68a2-df9c-4345-b7f0-a0c219553818,233d8406-672c-4baa-ac32-9e2394dd0ca7,97e42d49-02ec-44db-ab87-0fec68c06fc2,2025-05-22T04:33:39,1801.52,4,PayPal,Expedited,2347 Roberts Locks Apt. 094,"Pierceshire,",OK,15422,USA,Processing,116.41,133.45
f07df6b8-87ba-4c16-8c2e-83c9a1c20ab6,c1334712-23de-4b6c-bee7-1fa5c75b9554,42c302e1-a35f-488d-aae1-0457f11e0e7e,2025-08-11T00:08:33,340.24,1,UPI,Expedited,17361 Jason Mission,"Bakerchester,",VA,11651,USA,Processing,134.3,25.2
db85b96a-fde2-4a6c-ad92-053733b11856,ababdb7a-7de3-46ce-a7af-83e356d7d285,eae528fd-dc31-4f0f-932b-24d2a5c111a6,2025-07-09T02:01:55,344.82,1,NetBanking,Two‑Day,Unit 7958 Box 4238,DPO,AP,23507,USA,Pending,89.84,25.54
808640f3-4af5-4138-a169-f53673304baf,e12a3115-34c8-45aa-8b0f-0e353946605e,9196d648-d775-461d-9675-63737b6b91f4,2025-05-23T17:07:20,94.51,1,NetBanking,Standard Ground,53685 Diaz Court,"Lake Brenda,",FM,62037,USA,Processing,33.75,7.0
137facaa-776b-44ff-a472-4f944597e0f1,820120aa-5737-4bed-ae08-484454ac351a,a1115733-5842-497d-b929-6a756392bbb2,2025-09-21T01:18:48,470.46,4,Credit Card,Standard Ground,41213 Jeanne Rapid Apt. 403,"Thompsonshire,",CA,92188,USA,Pending,174.11,34.85
e2f2dd46-2723-434c-9097-b036d544c468,408fa412-84e8-4f9a-8060-863c83ab26fb,5f431748-dd3f-49d9-a50c-f7397c06ca1e,2025-05-19T21:12:39,79.38,2,PayPal,Standard Ground,6932 Amy Fort,"Gordonbury,",TX,51542,USA,Returned,3.54,5.88
